msme_id,business_name,sector,employees,years_in_business,ntc_flag,gst_filing_delay_days,gst_compliance_pct,upi_txn_consistency,upi_monthly_volume,inflow_outflow_ratio,bank_balance_avg,bounce_count_6m,epfo_regularity_pct,loan_emi_outflow_ratio,pillar_gst_score,pillar_upi_score,pillar_banking_score,pillar_epfo_score,pillar_stability_score,financial_health_score,risk_band,archetype
MSME00543,"Chhabra, Barman and Nayak",Manufacturing,4,11.0,0,3.7,91.1,0.921,443131.0,1.44,85807.0,0,93.9,0.191,92.0,94.5,57.3,93.9,57.3,78.0,Healthy,healthy
MSME00544,"Buch, Issac and Bassi",Manufacturing,8,5.2,0,8.4,71.1,0.704,308200.0,1.09,104443.0,0,76.6,0.535,76.6,79.3,56.5,76.6,29.5,64.7,Moderate,moderate
MSME00545,Samra PLC,Textiles,5,12.4,0,10.0,74.5,0.864,357731.0,0.93,42647.0,1,89.7,0.279,77.5,90.5,27.8,89.7,58.8,68.8,Moderate,moderate
MSME00546,"Lal, Sethi and Kumer",Auto Services,3,0.6,1,0.0,95.7,0.91,456858.0,1.45,171052.0,0,97.1,0.18,97.4,93.7,86.0,97.1,26.4,87.1,Healthy,healthy
MSME00547,"Thakkar, Varghese and Ram",Food & Beverage,8,4.8,0,3.7,100.0,0.86,701300.0,1.16,264620.0,1,94.7,0.091,97.3,90.2,78.2,94.7,41.7,90.6,Healthy,healthy
MSME00548,Balasubramanian-Jani,Agri-processing,3,5.0,0,7.5,81.1,0.737,157160.0,1.2,34323.0,0,78.2,0.257,83.2,67.3,35.4,78.2,37.3,63.3,Moderate,moderate
MSME00549,"Banerjee, Bawa and Desai",Manufacturing,4,2.7,1,9.6,85.8,0.683,94905.0,0.93,75665.0,1,75.6,0.259,84.5,57.3,38.9,75.6,30.3,60.5,Moderate,moderate
MSME00550,"Arya, Mane and Andra",Food & Beverage,11,11.5,0,20.9,55.0,0.645,64795.0,1.16,41905.0,2,53.1,0.639,58.0,51.6,27.1,53.1,45.3,48.3,Moderate,high_risk
MSME00551,Chand Ltd,Agri-processing,1,14.3,0,18.5,78.3,0.622,71088.0,1.0,36157.0,4,86.3,0.323,73.7,50.6,12.0,86.3,63.2,50.7,Moderate,moderate
MSME00552,Anand-Jhaveri,IT/Services,16,12.7,0,19.8,42.4,0.789,93724.0,0.98,24262.0,4,58.2,0.552,51.2,64.6,7.6,58.2,51.5,46.5,Moderate,high_risk
MSME00553,Rau Inc,Agri-processing,7,12.7,0,9.6,87.6,0.666,116699.0,0.81,66838.0,1,83.3,0.182,85.6,58.3,33.5,83.3,62.6,63.4,Moderate,moderate
MSME00554,Ramesh LLC,IT/Services,6,6.9,1,12.8,73.7,0.753,132393.0,1.08,87017.0,1,78.6,0.298,75.0,65.9,45.6,78.6,41.8,65.3,Moderate,moderate
MSME00555,Hans-Edwin,Construction Materials,16,5.4,0,41.1,73.5,0.471,94336.0,1.06,16922.0,4,42.5,0.532,54.5,42.4,6.7,42.5,30.2,37.2,High-Risk,high_risk
MSME00556,"Sundaram, Nagar and Rajan",Retail Trade,8,2.9,1,8.6,75.7,0.703,250057.0,1.03,68017.0,1,61.3,0.351,79.2,74.2,38.3,61.3,28.2,59.7,Moderate,moderate
MSME00557,Sibal-Dash,Textiles,18,9.0,1,2.9,98.4,0.936,522760.0,1.27,172147.0,0,93.7,0.166,97.0,95.6,82.7,93.7,52.0,94.1,Healthy,healthy
MSME00558,Roy-Nath,Manufacturing,8,5.7,0,2.5,98.7,0.813,311360.0,1.43,211974.0,0,97.9,0.086,97.4,86.9,88.6,97.9,44.5,88.9,Healthy,healthy
MSME00559,Dugar PLC,Auto Services,12,13.3,0,12.3,48.9,0.504,36708.0,0.75,15385.0,5,42.5,0.578,60.5,38.9,0.0,42.5,52.6,41.5,High-Risk,high_risk
MSME00560,Nayak-Sami,Auto Services,4,11.7,0,5.6,70.7,0.783,214113.0,1.05,36798.0,0,67.5,0.287,78.4,76.2,33.2,67.5,56.5,64.2,Moderate,moderate
MSME00561,Ravi PLC,Manufacturing,7,4.2,1,9.1,75.9,0.556,316946.0,1.15,31446.0,0,87.6,0.329,79.0,68.9,33.5,87.6,32.7,63.3,Moderate,moderate
MSME00562,"Nagi, Ravel and Kale",Textiles,3,8.8,0,0.0,94.9,0.866,505546.0,1.3,145020.0,0,93.0,0.084,96.9,90.6,74.3,93.0,53.9,90.2,Healthy,healthy
MSME00563,Som LLC,Manufacturing,4,12.6,0,5.1,95.3,0.8,571500.0,1.48,154343.0,0,91.5,0.168,93.5,86.0,81.1,91.5,62.8,85.2,Healthy,healthy
MSME00564,Chacko and Sons,Construction Materials,10,8.7,1,5.9,93.0,0.854,343498.0,1.27,116218.0,1,96.1,0.092,91.6,89.8,59.1,96.1,53.4,82.9,Healthy,healthy
MSME00565,Doctor-Solanki,Retail Trade,12,11.1,0,0.0,98.1,0.969,411865.0,1.43,232548.0,0,100.0,0.165,98.8,97.8,88.6,100.0,58.4,92.7,Healthy,healthy
MSME00566,Murty-Pathak,Auto Services,4,3.1,0,7.2,75.6,0.728,74673.0,0.88,80857.0,2,68.7,0.474,80.2,58.4,34.5,68.7,25.1,57.8,Moderate,moderate
MSME00567,Nagarajan-Khalsa,Auto Services,9,4.0,1,1.5,96.9,0.888,669835.0,1.34,202990.0,0,92.1,0.215,97.0,92.2,86.8,92.1,35.6,87.1,Healthy,healthy
MSME00568,Ray-Oak,Retail Trade,3,10.2,0,6.7,83.8,0.75,359111.0,1.06,38880.0,2,71.8,0.345,85.4,82.5,24.2,71.8,50.3,68.1,Moderate,moderate
MSME00569,Salvi-Uppal,Textiles,16,7.4,0,16.6,47.8,0.524,50528.0,0.85,15538.0,7,37.3,0.539,56.7,41.7,0.0,37.3,36.0,31.9,High-Risk,high_risk
MSME00570,"Brahmbhatt, Boase and Bumb",Auto Services,11,13.5,0,5.4,93.9,0.946,556340.0,0.85,130008.0,0,94.7,0.215,92.5,96.3,60.4,94.7,64.0,84.8,Healthy,healthy
MSME00571,Sengupta Inc,Auto Services,4,5.1,1,10.1,75.1,0.566,171247.0,1.08,102026.0,3,58.6,0.238,77.8,56.7,40.7,58.6,38.1,56.7,Moderate,moderate
MSME00572,"Badal, Hans and Chacko",Auto Services,18,7.5,1,19.1,46.9,0.419,134781.0,0.91,1000.0,3,61.2,0.612,54.4,42.8,3.4,61.2,34.1,39.1,High-Risk,high_risk
MSME00573,"Chaudry, Patil and Toor",Textiles,12,5.7,1,1.9,95.8,0.953,479556.0,1.28,265607.0,0,90.0,0.285,96.1,96.7,85.7,90.0,38.6,89.4,Healthy,healthy
MSME00574,Sule-De,Construction Materials,2,9.5,1,8.4,84.7,0.715,295826.0,0.97,56946.0,0,67.2,0.326,84.8,79.6,38.3,67.2,48.7,69.9,Moderate,moderate
MSME00575,"Chakrabarti, Sundaram and Sharaf",IT/Services,1,6.5,1,26.0,60.2,0.43,80846.0,0.74,19047.0,5,69.9,0.566,57.4,38.2,0.0,69.9,32.5,36.0,High-Risk,high_risk
MSME00576,"Gera, Som and Natt",Agri-processing,10,9.6,1,19.2,55.7,0.461,50371.0,1.02,20875.0,4,20.1,0.489,59.6,37.3,7.3,20.1,44.1,27.1,High-Risk,high_risk
MSME00577,Srinivas and Sons,Retail Trade,6,3.6,1,3.9,93.9,0.854,550292.0,1.33,111294.0,0,99.9,0.215,93.5,89.8,63.7,99.9,34.3,79.0,Healthy,healthy
MSME00578,"Gola, Sahni and Goel",Agri-processing,5,9.9,0,22.5,68.7,0.448,151135.0,0.88,5703.0,9,12.1,0.428,65.0,46.5,0.0,12.1,46.9,37.3,High-Risk,high_risk
MSME00579,"Gandhi, Nair and Nath",Agri-processing,5,6.9,0,9.3,75.4,0.56,283143.0,1.12,53595.0,0,74.2,0.261,78.5,67.5,40.2,74.2,42.9,64.5,Moderate,moderate
MSME00580,Yadav PLC,IT/Services,3,2.5,1,2.7,99.2,0.872,382133.0,1.31,214317.0,0,87.9,0.15,97.5,91.0,86.1,87.9,33.0,87.6,Healthy,healthy
MSME00581,Lal-Madan,Textiles,4,6.8,0,9.7,80.2,0.7,253702.0,1.2,47377.0,3,72.3,0.346,81.1,74.4,24.8,72.3,40.0,60.6,Moderate,moderate
MSME00582,Chawla and Sons,Textiles,1,14.8,0,40.2,44.7,0.367,37679.0,1.03,9506.0,6,80.3,0.504,37.8,29.5,0.0,80.3,59.3,33.7,High-Risk,high_risk
MSME00583,Swamy Group,Retail Trade,4,13.9,1,6.7,81.8,0.738,37700.0,1.12,83624.0,2,81.0,0.27,84.3,55.4,40.2,81.0,63.6,58.8,Moderate,moderate
MSME00584,Oza-Dass,IT/Services,16,8.5,0,3.8,95.1,0.975,620468.0,1.27,152913.0,0,92.8,0.152,94.3,98.3,76.3,92.8,50.9,86.6,Healthy,healthy
MSME00585,Krish Ltd,Manufacturing,13,12.4,0,13.4,80.9,0.672,151193.0,1.04,106083.0,3,80.9,0.394,78.9,62.2,41.2,80.9,55.4,65.4,Moderate,moderate
MSME00586,"Mand, Wali and Dave",Food & Beverage,3,10.4,1,6.1,94.4,0.887,674514.0,1.24,54192.0,0,93.3,0.095,92.2,92.1,42.8,93.3,58.4,77.7,Healthy,healthy
MSME00587,Varty-Jhaveri,Textiles,3,1.5,1,0.9,96.3,0.876,535683.0,1.6,130473.0,1,95.6,0.19,97.1,91.3,70.4,95.6,28.8,79.7,Healthy,healthy
MSME00588,Chawla Ltd,Food & Beverage,6,11.8,0,2.2,97.3,0.978,541041.0,0.97,258290.0,1,94.5,0.163,96.8,98.5,74.5,94.5,60.5,88.4,Healthy,healthy
MSME00589,"Dash, Randhawa and Samra",Textiles,3,12.0,0,1.8,92.3,0.915,463251.0,1.27,213351.0,0,94.6,0.215,94.1,94.1,85.3,94.6,59.5,85.9,Healthy,healthy
MSME00590,Bal LLC,Textiles,1,11.6,1,0.7,90.4,0.809,447280.0,1.29,209084.0,0,92.8,0.138,93.7,86.6,85.9,92.8,60.6,87.1,Healthy,healthy
MSME00591,"Baria, Barad and Sastry",Agri-processing,3,4.7,0,0.0,93.6,0.792,468568.0,1.27,159087.0,0,98.0,0.179,96.1,85.4,78.3,98.0,38.7,83.2,Healthy,healthy
MSME00592,"Hari, Sahni and Morar",Manufacturing,9,9.0,1,8.7,81.8,0.772,260905.0,0.9,66356.0,0,77.8,0.32,82.8,80.2,40.2,77.8,47.4,63.1,Moderate,moderate
MSME00593,"Samra, Prabhu and Bhattacharyya",Construction Materials,13,13.0,1,1.2,93.5,0.92,488861.0,1.02,179733.0,0,96.5,0.254,95.3,94.4,80.4,96.5,61.4,87.9,Healthy,healthy
MSME00594,Bahl-Sachdeva,Agri-processing,18,9.7,1,1.6,92.8,0.92,381347.0,1.41,226413.0,0,92.0,0.098,94.5,94.4,88.1,92.0,56.2,84.8,Healthy,healthy
MSME00595,"Kata, Comar and Parekh",Retail Trade,12,11.3,1,33.8,55.5,0.282,68615.0,0.85,19015.0,5,49.1,0.706,49.0,26.6,0.0,49.1,42.7,25.1,High-Risk,high_risk
MSME00596,Edwin-Banik,Agri-processing,7,11.3,0,4.2,68.6,0.672,294041.0,1.09,75409.0,3,67.4,0.311,78.2,76.4,31.9,67.4,54.6,58.6,Moderate,moderate
MSME00597,Thakkar-Mohan,Food & Beverage,1,8.0,0,17.1,71.5,0.763,209368.0,0.97,28556.0,2,63.3,0.323,70.6,74.3,18.9,63.3,44.3,51.6,Moderate,moderate
MSME00598,Ramakrishnan-Bail,Auto Services,4,7.9,0,1.4,92.7,0.967,494279.0,1.31,131609.0,0,92.2,0.056,94.7,97.7,70.1,92.2,52.0,81.5,Healthy,healthy
MSME00599,Sandhu and Sons,Food & Beverage,9,6.8,0,4.3,92.0,0.83,407247.0,1.49,142584.0,1,91.6,0.068,92.1,88.1,72.3,91.6,48.4,84.8,Healthy,healthy
MSME00600,Jayaraman PLC,Food & Beverage,1,12.5,0,0.4,93.5,0.941,354121.0,1.23,221206.0,0,91.4,0.149,95.8,95.9,84.5,91.4,63.0,85.8,Healthy,healthy
MSME00601,"Sharma, Butala and Varghese",IT/Services,11,9.6,0,2.4,100.0,0.906,281746.0,1.09,254065.0,1,98.0,0.098,98.3,91.6,76.7,98.0,55.9,86.3,Healthy,healthy
MSME00602,Jha-Kunda,IT/Services,4,2.8,1,3.6,100.0,0.905,272778.0,0.88,177695.0,0,95.0,0.125,97.4,90.6,76.8,95.0,34.7,89.0,Healthy,healthy
MSME00603,Sachdev-Panchal,Construction Materials,3,5.3,0,0.0,91.1,0.808,474998.0,1.04,199208.0,0,97.0,0.107,94.6,86.6,80.9,97.0,42.7,87.0,Healthy,healthy
MSME00604,Master PLC,Manufacturing,7,9.8,0,0.3,92.6,0.898,595573.0,1.06,218193.0,0,100.0,0.223,95.4,92.8,81.2,100.0,52.7,88.6,Healthy,healthy
MSME00605,Barad-Chada,IT/Services,3,10.3,0,4.8,98.1,0.917,531581.0,1.21,202218.0,0,90.6,0.081,95.4,94.2,84.1,90.6,58.5,87.7,Healthy,healthy
MSME00606,"Pai, Sathe and Ahluwalia",Agri-processing,1,8.4,0,13.2,79.0,0.741,173605.0,1.12,45042.0,5,69.6,0.259,77.9,69.2,12.4,69.6,47.4,54.7,Moderate,moderate
MSME00607,Sachdev-Nanda,Retail Trade,5,12.1,0,0.0,100.0,0.837,307633.0,1.21,216926.0,0,84.7,0.165,100.0,88.6,84.1,84.7,61.3,86.1,Healthy,healthy
MSME00608,"Pal, Chad and Talwar",IT/Services,3,9.9,1,0.1,100.0,0.946,355130.0,1.1,138433.0,1,88.9,0.176,99.9,96.2,63.2,88.9,54.4,88.8,Healthy,healthy
MSME00609,"Saini, Srinivasan and Kapadia",Food & Beverage,1,2.9,1,10.9,80.0,0.694,309481.0,0.93,81426.0,1,75.4,0.274,80.2,78.6,40.7,75.4,30.5,65.0,Moderate,moderate
MSME00610,Ganesan-Dhar,Auto Services,9,3.1,1,10.0,67.2,0.689,289586.0,0.95,70536.0,1,73.2,0.451,73.1,77.2,37.4,73.2,25.8,63.5,Moderate,moderate
MSME00611,Chand-Sen,Agri-processing,11,13.0,1,2.1,91.5,0.895,628038.0,1.56,238944.0,0,92.7,0.143,93.4,92.6,91.3,92.7,64.7,91.1,Healthy,healthy
MSME00612,Muni-Sani,Agri-processing,3,11.3,0,28.5,53.1,0.304,95847.0,0.95,24288.0,7,33.9,0.546,51.3,30.8,0.0,33.9,47.5,27.0,High-Risk,high_risk
MSME00613,Atwal Inc,Food & Beverage,10,7.4,1,6.6,69.3,0.856,316120.0,0.88,43993.0,2,73.9,0.252,76.9,89.9,22.3,73.9,44.6,63.0,Moderate,moderate
MSME00614,"Pillai, Dani and Chaudry",Textiles,3,13.7,0,2.2,96.8,0.974,297876.0,1.15,245721.0,0,88.1,0.169,96.5,98.0,82.9,88.1,66.0,84.1,Healthy,healthy
MSME00615,"Dhawan, Dhar and Chander",Manufacturing,6,5.8,0,18.4,42.9,0.484,88059.0,0.84,23436.0,8,55.4,0.276,52.5,42.7,0.0,55.4,39.1,40.4,High-Risk,high_risk
MSME00616,Chowdhury Group,Textiles,11,5.7,0,12.6,56.1,0.41,5000.0,0.66,14263.0,6,69.1,0.574,64.6,29.2,0.0,69.1,29.9,30.5,High-Risk,high_risk
MSME00617,Kapur-Mallick,IT/Services,3,2.9,1,1.6,100.0,0.937,337135.0,1.13,92568.0,0,92.3,0.103,98.9,95.6,53.6,92.3,35.6,84.4,Healthy,healthy
MSME00618,Murthy-Ramakrishnan,Manufacturing,5,12.5,1,1.6,89.9,0.805,558304.0,1.0,224929.0,0,95.9,0.044,92.8,86.3,80.1,95.9,66.2,86.3,Healthy,healthy
MSME00619,Sood Inc,Retail Trade,2,12.9,0,15.1,47.5,0.534,150428.0,0.88,9787.0,6,54.2,0.517,57.6,52.4,0.0,54.2,53.2,42.7,High-Risk,high_risk
MSME00620,"Ghosh, Tripathi and Dayal",Construction Materials,6,1.7,1,2.8,78.6,0.799,199038.0,0.8,80258.0,0,79.0,0.417,85.1,75.8,42.8,79.0,22.6,60.6,Moderate,moderate
MSME00621,"Dhawan, Barman and Bhatti",IT/Services,5,14.6,0,5.0,94.0,0.977,468312.0,1.15,173101.0,0,100.0,0.245,92.8,98.4,80.7,100.0,66.4,90.3,Healthy,healthy
MSME00622,"Bal, Bhardwaj and Nigam",Manufacturing,11,11.4,0,0.7,100.0,0.823,287522.0,1.29,307008.0,0,93.8,0.19,99.5,86.4,85.7,93.8,58.5,87.8,Healthy,healthy
MSME00623,Cherian-Bhavsar,Textiles,2,5.3,0,2.7,95.1,0.933,405758.0,1.31,261968.0,0,97.1,0.089,95.1,95.3,86.2,97.1,43.2,85.8,Healthy,healthy
MSME00624,Aggarwal-Tak,Retail Trade,1,7.7,0,6.7,78.9,0.807,221713.0,1.01,27902.0,2,82.2,0.101,82.5,78.7,19.4,82.2,50.1,66.1,Moderate,moderate
MSME00625,Mann-Bandi,Retail Trade,9,12.0,0,8.2,75.7,0.829,85833.0,1.06,47871.0,4,80.3,0.459,79.5,66.6,17.1,80.3,52.2,59.3,Moderate,moderate
MSME00626,"Chatterjee, Dutta and Shere",IT/Services,2,9.4,1,5.4,94.1,0.871,527349.0,1.49,148810.0,0,94.1,0.1,92.6,91.0,79.5,94.1,55.2,84.4,Healthy,healthy
MSME00627,More-Saran,Retail Trade,7,4.8,0,13.6,76.9,0.703,163147.0,1.17,48784.0,2,74.9,0.343,76.3,65.5,29.8,74.9,34.1,63.4,Moderate,moderate
MSME00628,Mangat and Sons,Food & Beverage,15,5.8,1,10.1,70.3,0.827,289029.0,1.17,82015.0,2,83.3,0.339,74.9,86.8,40.7,83.3,37.2,67.2,Moderate,moderate
MSME00629,"Srivastava, Banerjee and Prabhakar",Manufacturing,8,6.8,1,0.0,98.6,0.787,415487.0,1.08,128711.0,0,99.5,0.139,99.1,85.1,64.4,99.5,46.2,88.0,Healthy,healthy
MSME00630,Gera PLC,Food & Beverage,1,14.3,0,5.8,93.1,0.914,258924.0,1.25,203170.0,1,94.4,0.154,91.7,89.9,80.0,94.4,68.3,84.7,Healthy,healthy
MSME00631,Yohannan-Talwar,Agri-processing,11,2.7,1,12.0,73.6,0.703,152325.0,0.84,71523.0,3,82.4,0.232,75.6,64.4,25.6,82.4,31.1,54.6,Moderate,moderate
MSME00632,Batta Group,Manufacturing,1,7.5,0,23.6,51.3,0.381,166176.0,0.77,4473.0,4,45.7,0.501,53.8,43.3,0.0,45.7,37.5,30.6,High-Risk,high_risk
MSME00633,"Banerjee, Sawhney and Choudhry",Manufacturing,5,11.6,0,13.8,79.4,0.71,185841.0,1.04,43759.0,2,85.5,0.408,77.7,68.3,25.5,85.5,52.6,62.6,Moderate,moderate
MSME00634,"Bhatt, Dhar and Nigam",Construction Materials,8,0.8,1,10.0,70.5,0.644,278122.0,0.93,86146.0,2,68.6,0.202,75.1,72.9,37.3,68.6,26.3,59.5,Moderate,moderate
MSME00635,Joshi Ltd,Retail Trade,6,10.3,0,0.9,98.7,0.851,430715.0,1.24,123137.0,0,97.2,0.114,98.6,89.6,65.8,97.2,57.5,80.7,Healthy,healthy
MSME00636,Mannan Ltd,Agri-processing,13,1.9,1,7.7,77.2,0.622,182927.0,1.27,87372.0,2,71.4,0.363,80.8,61.8,44.5,71.4,24.8,62.6,Moderate,moderate
MSME00637,"Shanker, Tiwari and Bhatnagar",Food & Beverage,11,14.4,1,12.7,66.7,0.678,202298.0,0.83,28693.0,2,64.9,0.188,70.9,67.7,16.1,64.9,67.6,56.6,Moderate,moderate
MSME00638,"Bala, Ram and Tiwari",Retail Trade,3,7.9,0,2.0,99.9,0.913,556371.0,1.22,192211.0,1,92.3,0.157,98.5,93.9,79.4,92.3,49.0,80.9,Healthy,healthy
MSME00639,Bail-Arya,Food & Beverage,4,11.5,0,1.1,95.1,0.81,337393.0,1.02,206404.0,0,95.3,0.234,96.3,86.7,80.3,95.3,57.5,87.2,Healthy,healthy
MSME00640,Saran Inc,Food & Beverage,3,14.0,1,4.1,98.8,0.829,637606.0,1.29,107599.0,0,92.3,0.264,96.3,88.1,61.8,92.3,64.1,78.0,Healthy,healthy
MSME00641,Kothari LLC,IT/Services,2,12.6,1,1.8,94.6,0.869,374974.0,1.1,129972.0,0,94.7,0.113,95.5,90.8,65.4,94.7,64.4,83.5,Healthy,healthy
MSME00642,Bose Inc,Manufacturing,8,3.0,0,0.0,99.5,1.0,508994.0,1.42,165249.0,0,94.7,0.149,99.7,100.0,83.4,94.7,34.5,89.4,Healthy,healthy
MSME00643,Cheema-Din,IT/Services,1,0.8,1,5.2,97.2,0.939,437768.0,1.32,245376.0,0,96.7,0.193,94.6,95.8,86.4,96.7,26.6,89.6,Healthy,healthy
MSME00644,Kulkarni-Badami,Manufacturing,4,8.0,1,4.5,96.4,0.992,650100.0,1.37,184481.0,1,92.4,0.086,94.6,99.5,82.3,92.4,51.4,89.6,Healthy,healthy
MSME00645,Mittal-Prakash,IT/Services,2,6.8,1,5.3,94.7,0.831,593720.0,1.33,192757.0,0,97.1,0.088,93.0,88.2,86.6,97.1,47.8,88.5,Healthy,healthy
MSME00646,"Dani, Sehgal and Dewan",Agri-processing,2,3.1,0,31.0,52.3,0.665,58676.0,0.78,27787.0,3,64.5,0.409,49.0,52.4,10.0,64.5,27.0,34.8,High-Risk,high_risk
MSME00647,"Khatri, Dewan and Kothari",Food & Beverage,21,3.4,0,6.5,89.7,0.631,285447.0,1.1,110243.0,1,82.9,0.3,89.1,72.7,53.8,82.9,31.2,73.3,Healthy,moderate
MSME00648,Das Group,Manufacturing,11,7.4,0,5.9,91.3,0.792,233709.0,1.06,78690.0,1,79.0,0.262,90.5,78.8,42.4,79.0,44.3,64.3,Moderate,moderate
MSME00649,"Prakash, Chana and Arora",Food & Beverage,8,11.1,0,27.6,64.1,0.222,90790.0,0.88,36226.0,6,52.3,0.765,58.6,24.6,0.0,52.3,40.4,34.5,High-Risk,high_risk
MSME00650,"Cherian, Munshi and Bhatt",Retail Trade,6,2.3,1,9.5,73.2,0.714,270530.0,0.99,92930.0,2,78.1,0.252,77.0,77.0,40.9,78.1,29.4,59.8,Moderate,moderate
MSME00651,Sundaram and Sons,IT/Services,6,6.6,1,2.0,95.5,0.754,599319.0,1.14,269950.0,0,91.2,0.213,95.8,82.8,82.7,91.2,43.4,87.4,Healthy,healthy
MSME00652,Shenoy LLC,Manufacturing,15,11.9,0,10.1,85.2,0.697,336988.0,0.96,97927.0,2,89.5,0.225,83.8,78.8,41.9,89.5,58.9,69.9,Moderate,moderate
MSME00653,"Bassi, Balakrishnan and Sachar",Auto Services,7,13.2,0,0.0,81.3,0.673,240694.0,1.18,63179.0,1,72.5,0.375,88.8,71.2,39.6,72.5,58.4,66.6,Moderate,moderate
MSME00654,Sastry Ltd,IT/Services,4,10.8,0,6.0,86.6,0.649,280548.0,0.91,112129.0,1,77.0,0.374,87.6,73.5,50.5,77.0,51.2,69.6,Moderate,moderate
MSME00655,Sandhu-Soni,Auto Services,4,2.3,1,7.0,79.0,0.754,157359.0,1.09,38792.0,2,73.2,0.296,82.4,68.5,24.8,73.2,28.0,60.7,Moderate,moderate
MSME00656,Tailor-Bawa,Auto Services,4,13.2,1,3.7,95.3,0.92,571609.0,1.51,247110.0,0,94.7,0.206,94.5,94.4,90.3,94.7,63.4,84.1,Healthy,healthy
MSME00657,Viswanathan LLC,Manufacturing,9,2.6,1,2.6,100.0,0.983,436154.0,1.19,273547.0,0,96.2,0.248,98.1,98.8,83.7,96.2,30.4,87.4,Healthy,healthy
MSME00658,Banik and Sons,Retail Trade,5,12.8,1,0.0,100.0,1.0,345941.0,1.41,210330.0,0,93.9,0.212,100.0,100.0,88.2,93.9,62.0,90.2,Healthy,healthy
MSME00659,Khare-Sharma,Manufacturing,2,2.8,1,2.1,79.9,0.666,73169.0,1.2,74929.0,1,70.8,0.361,86.4,53.9,43.9,70.8,27.6,60.4,Moderate,moderate
MSME00660,Gokhale-Oza,Auto Services,2,8.6,0,11.9,73.0,0.689,371036.0,1.04,64548.0,0,67.5,0.318,75.2,78.2,42.3,67.5,46.2,62.1,Moderate,moderate
MSME00661,"Vig, Balasubramanian and Devan",Food & Beverage,8,11.9,0,4.2,94.4,0.908,416332.0,1.4,157053.0,2,94.2,0.265,93.6,93.5,70.4,94.2,57.8,86.2,Healthy,healthy
MSME00662,"Kohli, Sachdev and Ramachandran",Food & Beverage,18,7.4,0,29.5,72.1,0.576,159761.0,0.97,21665.0,3,81.1,0.797,62.0,56.3,11.5,81.1,28.3,51.6,Moderate,high_risk
MSME00663,"Bhargava, Dugar and Kuruvilla",Textiles,19,5.1,0,10.7,74.4,0.678,474373.0,1.21,63917.0,7,74.1,0.276,76.9,77.4,10.6,74.1,37.0,56.5,Moderate,moderate
MSME00664,"Natt, Mall and Mander",Food & Beverage,8,12.7,0,1.7,94.3,0.931,493513.0,1.26,235832.0,0,91.4,0.201,95.4,95.2,85.1,91.4,62.1,85.6,Healthy,healthy
MSME00665,Sastry PLC,Food & Beverage,16,6.1,0,2.0,100.0,0.803,328495.0,1.38,224043.0,0,94.0,0.164,98.6,86.2,87.7,94.0,43.4,88.5,Healthy,healthy
MSME00666,Bahri Group,Retail Trade,4,11.9,0,0.8,95.8,0.849,328701.0,1.36,148932.0,0,96.0,0.116,96.9,89.4,76.8,96.0,62.2,83.0,Healthy,healthy
MSME00667,Virk Group,Food & Beverage,3,6.7,1,0.7,92.7,0.884,622239.0,1.34,294825.0,1,96.1,0.141,95.1,91.9,81.9,96.1,45.9,80.0,Healthy,healthy
MSME00668,"Bhandari, Kibe and Roy",Auto Services,3,4.5,1,3.4,93.9,0.864,177501.0,1.37,152647.0,0,95.8,0.179,93.9,78.2,78.3,95.8,38.1,79.8,Healthy,healthy
MSME00669,"Misra, Magar and Sarraf",Retail Trade,5,13.0,0,0.0,98.0,0.76,406201.0,1.32,132002.0,0,90.5,0.196,98.8,83.2,70.4,90.5,63.1,81.1,Healthy,healthy
MSME00670,"Sachdev, Rau and Kakar",Retail Trade,2,10.8,1,0.2,98.6,0.965,324327.0,1.12,258949.0,1,96.6,0.184,99.0,97.5,77.5,96.6,56.9,90.1,Healthy,healthy
MSME00671,"Khurana, Dyal and Mand",IT/Services,6,0.6,1,2.6,96.3,0.873,582243.0,1.21,143659.0,0,86.9,0.203,95.9,91.1,72.1,86.9,25.7,79.6,Healthy,healthy
MSME00672,Banerjee-Oak,Manufacturing,2,4.2,1,17.7,73.7,0.46,81682.0,0.84,36634.0,2,23.8,0.546,71.4,40.4,19.0,23.8,26.2,37.3,High-Risk,high_risk
MSME00673,Mann Ltd,IT/Services,7,10.2,0,4.7,93.6,0.943,443070.0,1.28,193130.0,1,93.0,0.161,92.8,96.0,80.5,93.0,55.8,82.9,Healthy,healthy
MSME00674,Tiwari-Sawhney,Construction Materials,10,13.2,0,7.4,68.0,0.656,125471.0,0.92,80282.0,2,79.7,0.26,75.4,58.4,35.1,79.7,61.8,67.1,Moderate,moderate
MSME00675,"Vasa, Loyal and Acharya",IT/Services,10,8.1,1,19.8,72.6,0.642,124384.0,1.02,133081.0,2,75.7,0.276,69.3,57.4,54.7,75.7,46.0,61.2,Moderate,moderate
MSME00676,Lad-Mander,Textiles,14,4.7,0,28.0,70.3,0.539,36583.0,0.89,27030.0,5,39.2,0.501,62.0,41.4,1.8,39.2,29.1,36.7,High-Risk,high_risk
MSME00677,Saha-Kapur,IT/Services,1,2.1,1,2.7,100.0,0.909,282735.0,1.02,162359.0,0,91.0,0.119,98.0,91.9,74.5,91.0,32.7,88.5,Healthy,healthy
MSME00678,Yohannan LLC,Auto Services,8,13.5,1,4.4,96.2,0.913,533344.0,1.1,155790.0,1,100.0,0.156,94.6,93.9,69.0,100.0,65.8,85.1,Healthy,healthy
